claim_id	claim	numeric_value	display_value	table	selector	source_assets	source_sha256	allowed_wording
C85	Full semantic-prior CCC under unseen stimuli	0.376481178796	0.3765	reviewer_controls	analysis=semantic_prior_ablation; endpoint=stimulus_holdout; metric=ccc_mean; variant=full	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full structured semantic prior reached 0.3765 CCC under stimulus holdout.
C86	Semantic-prior CCC without nominal category under unseen stimuli	0.0715586486599	0.0716	reviewer_controls	analysis=semantic_prior_ablation; endpoint=stimulus_holdout; metric=ccc_mean; variant=no_category	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	Removing nominal category reduced unseen-stimulus semantic-prior CCC to 0.0716.
C87	Full-minus-no-category semantic-prior CCC under unseen stimuli	0.304922530136	0.3049	reviewer_controls	analysis=semantic_prior_ablation; endpoint=stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_category	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	Nominal-category removal changed unseen-stimulus semantic-prior CCC by -0.3049 relative to the full prior.
C88	Lower interval endpoint for nominal-category contribution under unseen stimuli	0.20894680669	0.2089	reviewer_controls	analysis=semantic_prior_ablation; endpoint=stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_category	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-category unseen-stimulus CCC interval was [0.2089, 0.3416].
C89	Upper interval endpoint for nominal-category contribution under unseen stimuli	0.341574917141	0.3416	reviewer_controls	analysis=semantic_prior_ablation; endpoint=stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_category	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-category unseen-stimulus CCC interval was [0.2089, 0.3416].
C90	Full-minus-no-description semantic-prior CCC under unseen subjects	0.0544277256399	0.0544	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_holdout; metric=ccc_full_minus_ablation; variant=no_description	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	Description removal reduced subject-holdout semantic-prior CCC by 0.0544.
C91	Lower interval endpoint for description contribution under unseen subjects	0.0383700534408	0.0384	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_holdout; metric=ccc_full_minus_ablation; variant=no_description	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-description subject-holdout CCC interval was [0.0384, 0.0710].
C92	Upper interval endpoint for description contribution under unseen subjects	0.0709853179868	0.071	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_holdout; metric=ccc_full_minus_ablation; variant=no_description	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-description subject-holdout CCC interval was [0.0384, 0.0710].
C93	Full-minus-no-category semantic-prior CCC under joint holdout	0.401127061096	0.4011	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_category	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	Nominal-category removal reduced joint-holdout semantic-prior CCC by 0.4011.
C94	Lower interval endpoint for nominal-category contribution under joint holdout	0.255717203583	0.2557	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_category	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-category joint-holdout CCC interval was [0.2557, 0.4591].
C95	Upper interval endpoint for nominal-category contribution under joint holdout	0.459092863854	0.4591	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_category	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-category joint-holdout CCC interval was [0.2557, 0.4591].
C96	Full-minus-no-context semantic-prior CCC under joint holdout	0.00116595198448	0.0012	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_context	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	Context removal changed joint-holdout semantic-prior CCC by 0.0012.
C97	Lower interval endpoint for context contribution under joint holdout	-0.00403880782867	-0.004	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_context	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-context joint-holdout CCC interval was [-0.0040, 0.0064].
C98	Upper interval endpoint for context contribution under joint holdout	0.00644099813079	0.0064	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_context	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-context joint-holdout CCC interval was [-0.0040, 0.0064].
C99	Full-minus-no-intensity semantic-prior CCC under joint holdout	-0.00995514766877	-0.01	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_intensity	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	Intensity-code removal changed joint-holdout semantic-prior CCC by -0.0100.
C100	Lower interval endpoint for intensity contribution under joint holdout	-0.0295706361442	-0.0296	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_intensity	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-intensity joint-holdout CCC interval was [-0.0296, 0.0055].
C101	Upper interval endpoint for intensity contribution under joint holdout	0.00549125172344	0.0055	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_intensity	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-intensity joint-holdout CCC interval was [-0.0296, 0.0055].
C102	Full-minus-no-description semantic-prior CCC under joint holdout	-0.0128706524584	-0.0129	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_description	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	Description removal changed joint-holdout semantic-prior CCC by -0.0129.
C103	Lower interval endpoint for description contribution under joint holdout	-0.052931931285	-0.0529	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_description	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-description joint-holdout CCC interval was [-0.0529, 0.0261].
C104	Upper interval endpoint for description contribution under joint holdout	0.0261466966993	0.0261	reviewer_controls	analysis=semantic_prior_ablation; endpoint=subject_stimulus_holdout; metric=ccc_full_minus_ablation; variant=no_description	semantic_prior_ablation_statistics	d8c3ab210a198271be734908cf02838bf85c8a84deb43bb1bd2fcf0d23d771ed	The full-minus-no-description joint-holdout CCC interval was [-0.0529, 0.0261].
C105	EmoEEG-MC pretrained-LaBraM zero-resource CCC	-0.00518931425727	-0.0052	identity_exposure_deployment	dataset_id=ds005540; representation=labram_pretrained; predictor=combined_personalized; metric=zero_exposure_ccc	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	EmoEEG-MC pretrained-LaBraM zero-resource CCC was reported from the fixed-support surface.
C106	EmoEEG-MC pretrained-LaBraM maximum-resource CCC	0.574835300497	0.5748	identity_exposure_deployment	dataset_id=ds005540; representation=labram_pretrained; predictor=combined_personalized; metric=maximum_exposure_ccc	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	EmoEEG-MC pretrained-LaBraM maximum-resource CCC was reported from the fixed-support surface.
C107	EmoEEG-MC pretrained-LaBraM normalized response-surface AUC	0.460448415997	0.4604	identity_exposure_deployment	dataset_id=ds005540; representation=labram_pretrained; predictor=combined_personalized; metric=normalized_surface_auc_ccc	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	EmoEEG-MC pretrained-LaBraM normalized response-surface AUC was reported from the fixed-support surface.
C108	MusicEEG pretrained-LaBraM zero-resource CCC	0.102565424671	0.1026	identity_exposure_deployment	dataset_id=ds002721; representation=labram_pretrained; predictor=combined_personalized; metric=zero_exposure_ccc	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	MusicEEG pretrained-LaBraM zero-resource CCC was reported from the fixed-support surface.
C109	MusicEEG pretrained-LaBraM maximum-resource CCC	0.307021296989	0.3070	identity_exposure_deployment	dataset_id=ds002721; representation=labram_pretrained; predictor=combined_personalized; metric=maximum_exposure_ccc	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	MusicEEG pretrained-LaBraM maximum-resource CCC was reported from the fixed-support surface.
C110	MusicEEG pretrained-LaBraM normalized response-surface AUC	0.230175218961	0.2302	identity_exposure_deployment	dataset_id=ds002721; representation=labram_pretrained; predictor=combined_personalized; metric=normalized_surface_auc_ccc	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	MusicEEG pretrained-LaBraM normalized response-surface AUC was reported from the fixed-support surface.
C111	ds005540 participant_calibration ccc_delta_mean	0.178830423498	0.1788	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=participant_calibration; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds005540.
C112	ds005540 participant_calibration ccc_delta_ci_low	0.0712107124494	0.0712	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=participant_calibration; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds005540.
C113	ds005540 participant_calibration ccc_delta_ci_high	0.230653732726	0.2307	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=participant_calibration; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds005540.
C114	ds005540 stimulus_exposure ccc_delta_mean	0.472825798195	0.4728	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=stimulus_exposure; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds005540.
C115	ds005540 stimulus_exposure ccc_delta_ci_low	0.290044001275	0.2900	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=stimulus_exposure; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds005540.
C116	ds005540 stimulus_exposure ccc_delta_ci_high	0.541968790397	0.5420	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=stimulus_exposure; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds005540.
C117	ds005540 joint_exposure ccc_delta_mean	0.580024614755	0.5800	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=joint_exposure; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds005540.
C118	ds005540 joint_exposure ccc_delta_ci_low	0.407173953755	0.4072	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=joint_exposure; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds005540.
C119	ds005540 joint_exposure ccc_delta_ci_high	0.621917420704	0.6219	identity_exposure_effects	dataset_id=ds005540; representation=labram_pretrained; effect=joint_exposure; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds005540.
C120	ds002721 participant_calibration ccc_delta_mean	0.0953023032411	0.0953	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=participant_calibration; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds002721.
C121	ds002721 participant_calibration ccc_delta_ci_low	-0.00966596172087	-0.0097	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=participant_calibration; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds002721.
C122	ds002721 participant_calibration ccc_delta_ci_high	0.203727527023	0.2037	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=participant_calibration; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds002721.
C123	ds002721 stimulus_exposure ccc_delta_mean	0.105954883862	0.1060	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=stimulus_exposure; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds002721.
C124	ds002721 stimulus_exposure ccc_delta_ci_low	-0.0950070457029	-0.0950	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=stimulus_exposure; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds002721.
C125	ds002721 stimulus_exposure ccc_delta_ci_high	0.279823702728	0.2798	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=stimulus_exposure; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds002721.
C126	ds002721 joint_exposure ccc_delta_mean	0.204455872318	0.2045	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=joint_exposure; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds002721.
C127	ds002721 joint_exposure ccc_delta_ci_low	0.0156640478772	0.0157	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=joint_exposure; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds002721.
C128	ds002721 joint_exposure ccc_delta_ci_high	0.331973828046	0.3320	identity_exposure_effects	dataset_id=ds002721; representation=labram_pretrained; effect=joint_exposure; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds002721.
C129	EmoEEG-MC pretrained-LaBraM first participant-trial gain	0.146897529542	0.1469	identity_exposure_deployment	dataset_id=ds005540; representation=labram_pretrained; predictor=combined_personalized; metric=first_participant_trial_gain_ccc	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	EmoEEG-MC pretrained-LaBraM first participant-trial gain was reported from the fixed-support surface.
C130	EmoEEG-MC participant half-gain dose	1	1	identity_exposure_deployment	dataset_id=ds005540; representation=labram_pretrained; predictor=combined_personalized; metric=participant_half_gain_dose	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	EmoEEG-MC reached half of its positive participant-calibration endpoint gain at this dose.
C131	MusicEEG pretrained-LaBraM first participant-trial gain	0.00122862230646	0.0012	identity_exposure_deployment	dataset_id=ds002721; representation=labram_pretrained; predictor=combined_personalized; metric=first_participant_trial_gain_ccc	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	MusicEEG pretrained-LaBraM first participant-trial gain was reported from the fixed-support surface.
C132	MusicEEG participant half-gain dose	4	4	identity_exposure_deployment	dataset_id=ds002721; representation=labram_pretrained; predictor=combined_personalized; metric=participant_half_gain_dose	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	MusicEEG reached half of its positive participant-calibration endpoint gain at this dose.
C133	EmoEEG-MC pretrained-minus-random surface AUC	-0.00378670185328	-0.0038	identity_exposure_deployment	dataset_id=ds005540; predictor=combined_personalized; contrast=labram_pretrained-labram_random	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	EmoEEG-MC pretrained-minus-random normalized surface AUC was computed from matched cells.
C134	MusicEEG pretrained-minus-random surface AUC	0.0145175517314	0.0145	identity_exposure_deployment	dataset_id=ds002721; predictor=combined_personalized; contrast=labram_pretrained-labram_random	identity_exposure_deployment	ce11d23a4cafc13773de476f0b77558254ec1b96a6d32ea00c46ce33bff48a56	MusicEEG pretrained-minus-random normalized surface AUC was computed from matched cells.
C135	EmoEEG-MC seeds whose winning representation changed	3	3	identity_exposure_seed_scores	dataset_id=ds005540; contrast=zero_vs_maximum_winner	identity_exposure_seed_scores	989cb358a0b00055820c4bf41f60d19fdeef43fa9327492a082292d368d4514d	The winning representation changed between deployment endpoints in this many EmoEEG-MC split assignments.
C136	MusicEEG seeds whose winning representation changed	2	2	identity_exposure_seed_scores	dataset_id=ds002721; contrast=zero_vs_maximum_winner	identity_exposure_seed_scores	989cb358a0b00055820c4bf41f60d19fdeef43fa9327492a082292d368d4514d	The winning representation changed between deployment endpoints in this many MusicEEG split assignments.
C137	ds006866 participant_calibration ccc_delta_mean	0.285576473499	0.2856	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=participant_calibration; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds006866.
C138	ds006866 participant_calibration ccc_delta_ci_low	0.213184627243	0.2132	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=participant_calibration; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds006866.
C139	ds006866 participant_calibration ccc_delta_ci_high	0.346089759987	0.3461	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=participant_calibration; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support participant_calibration estimate and crossed interval were reported for ds006866.
C140	ds006866 stimulus_exposure ccc_delta_mean	-0.00138006236442	-0.0014	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=stimulus_exposure; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds006866.
C141	ds006866 stimulus_exposure ccc_delta_ci_low	-0.00711790158203	-0.0071	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=stimulus_exposure; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds006866.
C142	ds006866 stimulus_exposure ccc_delta_ci_high	0.0041727055189	0.0042	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=stimulus_exposure; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support stimulus_exposure estimate and crossed interval were reported for ds006866.
C143	ds006866 joint_exposure ccc_delta_mean	0.325624493443	0.3256	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=joint_exposure; metric=ccc_delta_mean	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds006866.
C144	ds006866 joint_exposure ccc_delta_ci_low	0.26938017767	0.2694	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=joint_exposure; metric=ccc_delta_ci_low	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds006866.
C145	ds006866 joint_exposure ccc_delta_ci_high	0.368457528952	0.3685	identity_exposure_effects	dataset_id=ds006866; representation=bandpower; effect=joint_exposure; metric=ccc_delta_ci_high	identity_exposure_effects	649863cc1fef816468b1e9105b08db0fd89dd840b5ebf3171506545042e73cfd	The fixed-support joint_exposure estimate and crossed interval were reported for ds006866.
C146	DENS response-surface supported seeds	4	4	identity_exposure_support	dataset_id=ds003751; metric=supported_seeds	identity_exposure_support	6a270a672c6dba77863ca7411018d8a186341c096262d2dd6ca4f100c0137a81	DENS response-surface support was restricted by the predeclared fixed-support rule.
C147	DENS response-surface minimum fixed-test trials	5	5	identity_exposure_support	dataset_id=ds003751; metric=minimum_fixed-test_trials	identity_exposure_support	6a270a672c6dba77863ca7411018d8a186341c096262d2dd6ca4f100c0137a81	DENS response-surface support was restricted by the predeclared fixed-support rule.
C148	DENS response-surface maximum fixed-test trials	10	10	identity_exposure_support	dataset_id=ds003751; metric=maximum_fixed-test_trials	identity_exposure_support	6a270a672c6dba77863ca7411018d8a186341c096262d2dd6ca4f100c0137a81	DENS response-surface support was restricted by the predeclared fixed-support rule.
